idx	v_val	p_in	p_out	v_vec	time
105	0.2271915950812346	[0.01, 0.44999999999999984, 0.0]	[4.97191113e-01 4.25718405e-17 0.00000000e+00]	"[2.35542902e-16 1.02425526e-16 6.67580150e-17 5.56504219e-01
 1.15643553e-17 3.87415387e-17 4.43495781e-01]"	6.258683443069458
106	0.2323667765959267	[0.01, 0.44999999999999984, 0.01]	[4.97144989e-01 0.00000000e+00 3.87385705e-16]	"[2.04015193e-17 4.57035587e-17 0.00000000e+00 5.47723857e-01
 6.53265748e-18 0.00000000e+00 4.52276143e-01]"	9.022921323776245
107	0.23710119629493753	[0.01, 0.44999999999999984, 0.02]	[4.97099541e-01 0.00000000e+00 2.91108641e-16]	"[4.53765915e-17 0.00000000e+00 7.18630666e-17 5.39679562e-01
 0.00000000e+00 1.69032840e-20 4.60320438e-01]"	8.316675186157227
108	0.22751733699506388	[0.01, 0.45999999999999985, 0.0]	[4.97193864e-01 3.62510453e-16 2.89842565e-16]	"[0.00000000e+00 0.00000000e+00 8.18185131e-18 5.57612469e-01
 8.90782651e-17 0.00000000e+00 4.42387531e-01]"	6.159232139587402
109	0.2325876970198521	[0.01, 0.45999999999999985, 0.01]	[4.97150348e-01 3.53595435e-17 1.93643794e-16]	"[0.00000000e+00 2.58849065e-17 3.54245189e-17 5.48769836e-01
 6.90574588e-20 8.60402300e-18 4.51230164e-01]"	8.550612449645996
110	0.23721413991573984	[0.01, 0.45999999999999985, 0.02]	[4.97104868e-01 0.00000000e+00 2.91826436e-16]	"[7.07106632e-21 2.95293885e-20 2.95548488e-21 5.40638262e-01
 0.00000000e+00 9.16666134e-18 4.59361738e-01]"	8.260163307189941
111	0.2277414610853239	[0.01, 0.46999999999999986, 0.0]	[4.97201950e-01 0.00000000e+00 9.65895962e-17]	"[4.77207336e-17 2.90491857e-17 3.02782653e-17 5.58649899e-01
 2.09720250e-17 1.33673964e-17 4.41350101e-01]"	7.723425626754761
112	0.2327056204812884	[0.01, 0.46999999999999986, 0.01]	[4.97155344e-01 2.87015522e-16 2.90397778e-16]	"[0.00000000e+00 2.24632204e-17 0.00000000e+00 5.49728345e-01
 4.70344548e-16 4.30132772e-17 4.50271655e-01]"	8.442124605178833
113	0.2372227773066039	[0.01, 0.46999999999999986, 0.02]	[0.49710888 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.41500773e-01
 1.10611904e-16 1.46991514e-18 4.58499227e-01]"	8.254590511322021
114	0.2278642170308734	[0.01, 0.47999999999999976, 0.0]	[0.49720565 0.         0.        ]	"[2.17801372e-17 8.49691787e-17 6.88622577e-17 5.59599207e-01
 8.09008317e-17 0.00000000e+00 4.40400793e-01]"	6.193956613540649
115	0.23272076260384084	[0.01, 0.47999999999999976, 0.01]	[4.97160585e-01 1.75522106e-16 0.00000000e+00]	"[4.97951479e-20 0.00000000e+00 0.00000000e+00 5.50596407e-01
 3.06994809e-19 9.41106512e-17 4.49403593e-01]"	7.830501317977905
116	0.23712728808492803	[0.01, 0.47999999999999976, 0.02]	[4.97116422e-01 1.68617378e-16 0.00000000e+00]	"[0.00000000e+00 1.52041741e-17 7.63690451e-17 5.42344194e-01
 6.07374438e-25 2.68304373e-18 4.57655806e-01]"	8.17517614364624
117	0.22788581297511637	[0.01, 0.48999999999999977, 0.0]	[0.49720836 0.         0.        ]	"[9.12163928e-18 2.44646078e-17 1.73535404e-17 5.60465525e-01
 4.29280929e-20 4.37715209e-18 4.39534475e-01]"	6.993857383728027
118	0.23263329675773003	[0.01, 0.48999999999999977, 0.01]	[0.4971622 0.        0.       ]	"[0.00000000e+00 4.54618233e-18 0.00000000e+00 5.51387291e-01
 0.00000000e+00 1.48589730e-17 4.48612709e-01]"	7.7431604862213135
119	0.23692780551531054	[0.01, 0.48999999999999977, 0.02]	[4.97117192e-01 4.18815381e-16 4.84787113e-16]	"[1.33598491e-16 0.00000000e+00 0.00000000e+00 5.43008406e-01
 7.29232001e-17 9.35958385e-18 4.56991594e-01]"	8.704862117767334
120	0.22780641639853325	[0.01, 0.4999999999999998, 0.0]	[4.97214916e-01 1.20740458e-16 4.82645764e-16]	"[1.85360425e-20 1.36358762e-17 1.38268824e-20 5.61241499e-01
 1.45971879e-17 3.54365050e-17 4.38758501e-01]"	7.067805051803589
121	0.23244335523803195	[0.01, 0.4999999999999998, 0.01]	[0.49716512 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.52102559e-01
 7.18182612e-17 0.00000000e+00 4.47897441e-01]"	7.308252334594727
122	0.23662442728576552	[0.01, 0.4999999999999998, 0.02]	[0.49712108 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.43645355e-01
 0.00000000e+00 5.78480806e-17 4.56354645e-01]"	7.70207142829895
123	0.18973968185763976	[0.02, 0.1, 0.0]	[0.49554998 0.         0.        ]	"[6.37422664e-17 1.93523294e-17 5.79587690e-17 3.33930101e-01
 0.00000000e+00 3.31708435e-16 6.66069899e-01]"	8.974591493606567
124	0.1974429813705454	[0.02, 0.1, 0.01]	[4.95583403e-01 9.95913312e-17 1.02073851e-16]	"[0.00000000e+00 4.24647617e-17 1.55461177e-17 3.37067732e-01
 0.00000000e+00 4.83923350e-16 6.62932268e-01]"	9.298707962036133
125	0.2048905674970795	[0.02, 0.1, 0.02]	[0.50258341 0.         0.        ]	"[1.58076696e-16 1.38546209e-16 2.30561549e-16 3.16635573e-01
 3.95957379e-01 0.00000000e+00 2.87407048e-01]"	9.571979999542236
126	0.19505006120794044	[0.02, 0.11, 0.0]	[4.95648874e-01 1.19051892e-16 1.01891623e-16]	"[1.34620198e-16 6.59910634e-17 0.00000000e+00 3.43842979e-01
 5.06229683e-16 0.00000000e+00 6.56157021e-01]"	8.528677940368652
127	0.20257980448810406	[0.02, 0.11, 0.01]	[4.95678010e-01 1.59262431e-16 2.12847715e-16]	"[2.30769002e-16 3.86220101e-17 5.05648350e-17 3.46302861e-01
 3.57383165e-15 1.22963543e-16 6.53697139e-01]"	10.672027111053467
128	0.2094435474989808	[0.02, 0.11, 0.02]	[5.06729934e-01 0.00000000e+00 1.63659609e-16]	"[8.09287479e-17 6.11423553e-19 0.00000000e+00 3.08383869e-01
 6.91616131e-01 3.62797225e-17 2.16693438e-17]"	13.27096939086914
129	0.20011916911260272	[0.02, 0.12, 0.0]	[4.95744972e-01 4.00941144e-17 4.93038066e-32]	"[4.70587095e-17 6.80581869e-17 6.19668420e-17 3.52968662e-01
 2.78899218e-16 1.39012857e-16 6.47031338e-01]"	10.249835968017578
130	0.2074855957392892	[0.02, 0.12, 0.01]	[4.95763866e-01 4.02674564e-17 2.03197748e-16]	"[8.02938379e-17 0.00000000e+00 0.00000000e+00 3.54848163e-01
 0.00000000e+00 0.00000000e+00 6.45151837e-01]"	9.270384311676025
131	0.21374449683475877	[0.02, 0.12, 0.02]	[5.06851180e-01 1.18339215e-16 0.00000000e+00]	"[1.38756367e-16 0.00000000e+00 0.00000000e+00 3.17481826e-01
 6.82518174e-01 0.00000000e+00 0.00000000e+00]"	11.944940328598022
132	0.2049623673173936	[0.02, 0.13, 0.0]	[4.95827471e-01 0.00000000e+00 6.51082365e-17]	"[0.00000000e+00 2.60799403e-17 3.13976873e-17 3.61441133e-01
 8.09955626e-18 5.32779846e-17 6.38558867e-01]"	8.726107597351074
133	0.21217387539362345	[0.02, 0.13, 0.01]	[4.95839797e-01 0.00000000e+00 2.40167686e-16]	"[2.00726028e-17 1.54169757e-16 5.50506020e-17 3.62790436e-01
 0.00000000e+00 4.30181177e-16 6.37209564e-01]"	9.356517553329468
134	0.21782743375427488	[0.02, 0.13, 0.02]	[0.50695972 0.         0.        ]	"[1.39918080e-17 4.11576782e-16 2.01664516e-16 3.25980191e-01
 6.74019808e-01 1.85391494e-16 1.54134329e-16]"	10.088792085647583
135	0.20959261224167286	[0.02, 0.13999999999999999, 0.0]	[4.95901290e-01 2.75609964e-16 2.02439013e-16]	"[5.88057033e-17 2.51208279e-17 0.00000000e+00 3.69324889e-01
 2.82324378e-16 0.00000000e+00 6.30675111e-01]"	8.837650299072266
136	0.21665615080346787	[0.02, 0.13999999999999999, 0.01]	[4.95909231e-01 7.79407102e-17 1.56708383e-16]	"[8.49398094e-17 6.01801444e-17 9.22429231e-17 3.70173385e-01
 1.03855458e-14 2.57335758e-14 6.29826615e-01]"	11.982841730117798
137	0.22170339389047897	[0.02, 0.13999999999999999, 0.02]	[5.07059517e-01 0.00000000e+00 1.50944926e-18]	"[4.09314822e-17 3.52125588e-17 8.79805764e-17 3.34002197e-01
 6.65997803e-01 4.36278767e-16 1.59792288e-16]"	9.60167407989502
138	0.2140209495044978	[0.02, 0.14999999999999997, 0.0]	[4.95968357e-01 0.00000000e+00 2.02058081e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.76664249e-01
 0.00000000e+00 5.28467362e-17 6.23335751e-01]"	8.823141813278198
139	0.22086171310864303	[0.02, 0.14999999999999997, 0.01]	[5.07111866e-01 1.40278578e-16 0.00000000e+00]	"[9.39144580e-17 0.00000000e+00 1.50030378e-17 3.38263185e-01
 6.61736815e-01 0.00000000e+00 1.17969922e-20]"	13.233222007751465
140	0.2253819712790473	[0.02, 0.14999999999999997, 0.02]	[5.07150146e-01 0.00000000e+00 1.61537582e-16]	"[0.         0.         0.         0.34151872 0.65848128 0.
 0.        ]"	15.78959321975708
141	0.21825688456205264	[0.02, 0.15999999999999998, 0.0]	[4.96029525e-01 2.95343698e-16 2.49800181e-16]	"[1.03547090e-20 8.11119689e-17 0.00000000e+00 3.83481574e-01
 1.67415022e-17 6.73468645e-17 6.16518426e-01]"	7.908842086791992
142	0.2245034259419747	[0.02, 0.15999999999999998, 0.01]	[5.07201864e-01 0.00000000e+00 2.15036337e-16]	"[1.90741060e-16 0.00000000e+00 4.08580012e-17 3.45739772e-01
 6.54260228e-01 3.03689837e-17 0.00000000e+00]"	15.570967197418213
143	0.22887157094566585	[0.02, 0.15999999999999998, 0.02]	[5.07234964e-01 2.54484229e-18 0.00000000e+00]	"[0.         0.         0.         0.34860293 0.65139707 0.
 0.        ]"	11.028146982192993
144	0.22230866841225438	[0.02, 0.16999999999999998, 0.0]	[4.96084488e-01 5.55111512e-17 1.00689524e-16]	"[1.27335233e-16 7.65610581e-18 1.67132123e-19 3.89895786e-01
 6.67638637e-16 0.00000000e+00 6.10104214e-01]"	8.791268110275269
145	0.22795818297768686	[0.02, 0.16999999999999998, 0.01]	[5.07284465e-01 2.30560285e-16 1.07231440e-16]	"[2.27634989e-16 1.37793773e-19 1.42736174e-16 3.52804039e-01
 6.47195961e-01 0.00000000e+00 0.00000000e+00]"	10.509621381759644
146	0.23217960868450782	[0.02, 0.16999999999999998, 0.02]	[0.50731305 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 2.39504224e-17 3.55337962e-01
 6.44662037e-01 2.07142735e-16 7.37705286e-16]"	8.983267545700073
147	0.22618351091097452	[0.02, 0.17999999999999997, 0.0]	[4.96136748e-01 1.86251741e-16 0.00000000e+00]	"[0.00000000e+00 8.81192796e-17 0.00000000e+00 3.95925002e-01
 0.00000000e+00 3.52275099e-17 6.04074998e-01]"	8.686277389526367
148	0.23123321377360637	[0.02, 0.17999999999999997, 0.01]	[0.50736004 0.         0.        ]	"[2.38563732e-17 0.00000000e+00 2.51450688e-17 3.59484335e-01
 6.40515665e-01 7.16560809e-17 0.00000000e+00]"	10.38823390007019
149	0.23531266754085878	[0.02, 0.17999999999999997, 0.02]	[0.50738499 0.         0.        ]	"[0.00000000e+00 4.91671940e-17 8.61703031e-17 3.61630361e-01
 6.38369639e-01 0.00000000e+00 0.00000000e+00]"	8.951332807540894
150	0.22988775529534594	[0.02, 0.18999999999999995, 0.0]	[4.96184199e-01 3.60821619e-16 0.00000000e+00]	"[7.30002163e-17 3.28687510e-17 1.04692942e-16 4.01581620e-01
 3.74987444e-16 2.10483251e-20 5.98418380e-01]"	9.530622243881226
151	0.23433494355019324	[0.02, 0.18999999999999995, 0.01]	[0.50743101 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.65788685e-01
 6.34211315e-01 0.00000000e+00 7.30203065e-16]"	8.47988486289978
152	0.23827662426332508	[0.02, 0.18999999999999995, 0.02]	[5.07451836e-01 2.20424873e-16 0.00000000e+00]	"[1.26473152e-16 5.66081388e-17 7.54989152e-17 3.67688295e-01
 6.32311705e-01 1.05925750e-16 1.08057775e-16]"	9.513895988464355
153	0.23331584781227924	[0.02, 0.19999999999999996, 0.0]	[0.50646617 0.         0.        ]	"[3.07248644e-17 0.00000000e+00 1.01902245e-16 3.74301061e-01
 5.56710781e-01 0.00000000e+00 6.89881578e-02]"	20.462741374969482
154	0.23726911606352408	[0.02, 0.19999999999999996, 0.01]	[5.07496946e-01 5.04595943e-17 1.64263114e-16]	"[0.         0.         0.         0.37174999 0.62825001 0.
 0.        ]"	9.07640790939331
155	0.24107675573783172	[0.02, 0.19999999999999996, 0.02]	[5.07513466e-01 0.00000000e+00 2.66044466e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.73392376e-01
 6.26607624e-01 9.35023180e-17 0.00000000e+00]"	8.976415872573853
156	0.23622682426674013	[0.02, 0.20999999999999996, 0.0]	[5.07541306e-01 1.08024142e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.75944663e-01
 6.24055337e-01 2.82913326e-15 0.00000000e+00]"	9.169213771820068
157	0.24004088680869784	[0.02, 0.20999999999999996, 0.01]	[5.07556984e-01 1.15472313e-16 1.59389327e-16]	"[6.79509144e-18 3.86734263e-17 4.60469418e-17 3.77477012e-01
 6.22522988e-01 0.00000000e+00 0.00000000e+00]"	9.185619354248047
158	0.2437178160688122	[0.02, 0.20999999999999996, 0.02]	[5.07572381e-01 1.20815900e-16 0.00000000e+00]	"[3.06697610e-16 4.56071998e-17 1.13007160e-17 3.78845287e-01
 6.21154713e-01 8.45853075e-18 0.00000000e+00]"	10.005173444747925
159	0.23897044498656525	[0.02, 0.21999999999999995, 0.0]	[0.50760169 0.         0.        ]	"[2.63857315e-17 1.46930810e-16 0.00000000e+00 3.81621444e-01
 6.18378556e-01 6.34057911e-20 4.49353491e-15]"	8.464121580123901
160	0.24265491267400208	[0.02, 0.21999999999999995, 0.01]	[5.07616228e-01 2.25890253e-16 0.00000000e+00]	"[2.55057619e-16 4.85020847e-17 1.27459333e-17 3.82893929e-01
 6.17106071e-01 5.56204572e-17 1.52653889e-17]"	12.69518256187439
161	0.24620411143093168	[0.02, 0.21999999999999995, 0.02]	[5.07626005e-01 4.96395494e-17 0.00000000e+00]	"[0.00000000e+00 1.90719645e-17 1.72887843e-17 3.83993268e-01
 6.16006732e-01 0.00000000e+00 0.00000000e+00]"	8.250916957855225
162	0.24155761126343417	[0.02, 0.22999999999999995, 0.0]	[0.50765757 0.         0.        ]	"[1.69895633e-17 0.00000000e+00 3.91087097e-17 3.87016161e-01
 6.12983839e-01 5.84960488e-18 1.03447015e-15]"	8.324491500854492
163	0.24511540988617225	[0.02, 0.22999999999999995, 0.01]	[5.07670034e-01 1.12183430e-17 0.00000000e+00]	"[0.00000000e+00 1.64979548e-17 0.00000000e+00 3.88054244e-01
 6.11945756e-01 0.00000000e+00 0.00000000e+00]"	9.13717246055603
164	0.2485395524528476	[0.02, 0.22999999999999995, 0.02]	[5.07677553e-01 0.00000000e+00 1.05821050e-16]	"[4.72043543e-20 0.00000000e+00 0.00000000e+00 3.88952831e-01
 6.11047169e-01 1.23804153e-16 5.33934638e-20]"	9.376890659332275
165	0.24399245555989388	[0.02, 0.23999999999999994, 0.0]	[0.50771065 0.         0.        ]	"[9.59082045e-17 1.04442963e-19 2.55891915e-20 3.92161763e-01
 6.07838237e-01 5.94367758e-18 2.76320083e-18]"	10.46829628944397
166	0.24742621381406568	[0.02, 0.23999999999999994, 0.01]	[5.07719382e-01 5.80043190e-17 0.00000000e+00]	"[1.51237258e-16 8.22009275e-17 1.04267973e-17 3.92971627e-01
 6.07028373e-01 1.20410593e-19 1.58045351e-16]"	10.208158016204834
167	0.25072770867089056	[0.02, 0.23999999999999994, 0.02]	[5.07725440e-01 0.00000000e+00 5.28213484e-17]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.93668510e-01
 6.06331490e-01 1.61873233e-16 2.21294911e-16]"	8.25149416923523
168	0.24627874161025148	[0.02, 0.24999999999999992, 0.0]	[0.5077607 0.        0.       ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.96996706e-01
 6.03003294e-01 4.78619162e-18 1.54889629e-15]"	7.4707090854644775
169	0.24959082474191108	[0.02, 0.24999999999999992, 0.01]	[5.07766799e-01 9.83686656e-17 5.27467999e-17]	"[3.33050432e-16 1.24546722e-16 2.72944836e-16 3.97644478e-01
 6.02355522e-01 0.00000000e+00 3.62734765e-16]"	9.724493026733398
170	0.25277184299188804	[0.02, 0.24999999999999992, 0.02]	[5.07771812e-01 1.80224213e-16 0.00000000e+00]	"[1.02666492e-16 1.61174996e-18 8.14823206e-17 3.98137945e-01
 6.01862055e-01 1.20285999e-16 3.99267940e-17]"	8.705613851547241
171	0.24841989721200677	[0.02, 0.2599999999999999, 0.0]	[0.50780811 0.         0.        ]	"[1.39512527e-16 1.04550473e-16 1.36730273e-16 4.01746014e-01
 5.98253986e-01 0.00000000e+00 0.00000000e+00]"	7.834277153015137
172	0.25161244642689107	[0.02, 0.2599999999999999, 0.01]	[5.07810707e-01 1.50141794e-16 1.11022302e-16]	"[1.44709076e-16 2.63745298e-17 3.14383708e-17 4.02138917e-01
 5.97861083e-01 1.62668933e-16 3.80407412e-17]"	9.839391231536865
173	0.2546749503286587	[0.02, 0.2599999999999999, 0.02]	[0.50781192 0.         0.        ]	"[1.10123805e-16 7.90547569e-17 1.52002449e-16 4.02415334e-01
 5.97584666e-01 0.00000000e+00 0.00000000e+00]"	7.873656272888184
174	0.2504190762428896	[0.02, 0.2699999999999999, 0.0]	[5.07851205e-01 0.00000000e+00 1.05175838e-16]	"[1.20313521e-16 0.00000000e+00 0.00000000e+00 4.06204706e-01
 5.93795294e-01 3.88790182e-17 0.00000000e+00]"	9.007498741149902
175	0.25349402112899894	[0.02, 0.2699999999999999, 0.01]	[5.07853618e-01 7.06834281e-17 0.00000000e+00]	"[2.21433338e-16 6.61472246e-17 1.38847404e-16 4.06419617e-01
 5.93580383e-01 8.39025863e-18 2.99202551e-16]"	9.08605146408081
176	0.25643978495902536	[0.02, 0.2699999999999999, 0.02]	[5.07853728e-01 0.00000000e+00 5.25821064e-17]	"[1.17381263e-18 2.35910483e-17 8.28051836e-17 4.06508521e-01
 5.93491479e-01 3.41995280e-17 0.00000000e+00]"	8.34139347076416
177	0.25227916739132256	[0.02, 0.2799999999999999, 0.0]	[5.07892000e-01 1.22953963e-16 0.00000000e+00]	"[1.74042053e-17 2.83593052e-17 5.14702384e-17 4.10462569e-01
 5.89537431e-01 0.00000000e+00 1.34265174e-15]"	8.164132118225098
178	0.2552382562638139	[0.02, 0.2799999999999999, 0.01]	[5.07893901e-01 0.00000000e+00 1.57526551e-16]	"[0.00000000e+00 7.74398953e-19 2.99566823e-17 4.10480412e-01
 5.89519588e-01 0.00000000e+00 0.00000000e+00]"	7.994126081466675
179	0.2580688873560661	[0.02, 0.2799999999999999, 0.02]	[5.07892541e-01 9.75118120e-17 5.25107800e-17]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.10387236e-01
 5.89612764e-01 1.49222301e-16 2.00941792e-16]"	7.588331699371338
180	0.25400283376576177	[0.02, 0.2899999999999999, 0.0]	[5.07930703e-01 3.25958636e-16 1.04870120e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.14514415e-01
 5.85485585e-01 1.42329409e-17 0.00000000e+00]"	8.11384654045105
181	0.25684765038763396	[0.02, 0.2899999999999999, 0.01]	[0.50793005 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.14377409e-01
 5.85622591e-01 0.00000000e+00 1.42126264e-16]"	8.199799060821533
182	0.25956460237044354	[0.02, 0.2899999999999999, 0.02]	[0.50792799 0.         0.        ]	"[3.36727516e-18 1.65218592e-17 9.47968178e-17 4.14154693e-01
 5.85845307e-01 2.06741259e-16 8.86071649e-17]"	8.78133749961853
183	0.2555925332678535	[0.02, 0.29999999999999993, 0.0]	[5.07968978e-01 0.00000000e+00 1.07874214e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.18464999e-01
 5.81535001e-01 6.22542228e-18 0.00000000e+00]"	8.696110486984253
184	0.25832451310007915	[0.02, 0.29999999999999993, 0.01]	[0.5079658 0.        0.       ]	"[4.29158669e-17 4.36066375e-17 9.36299030e-17 4.18127373e-01
 5.81872627e-01 4.11175883e-17 4.73732439e-17]"	9.143779993057251
185	0.260929104796599	[0.02, 0.29999999999999993, 0.02]	[5.07960846e-01 4.75639488e-17 0.00000000e+00]	"[2.26860556e-18 0.00000000e+00 1.58954037e-18 4.17728975e-01
 5.82271025e-01 9.91977416e-18 3.99983394e-18]"	8.874335050582886
186	0.2570505396243598	[0.02, 0.30999999999999994, 0.0]	[5.08002007e-01 0.00000000e+00 2.61480529e-16]	"[0.00000000e+00 2.60636193e-20 0.00000000e+00 4.22167036e-01
 5.77832964e-01 3.27969930e-17 0.00000000e+00]"	9.783327102661133
187	0.2596709849125783	[0.02, 0.30999999999999994, 0.01]	[5.07999081e-01 0.00000000e+00 1.56913211e-16]	"[0.00000000e+00 0.00000000e+00 2.05684009e-16 4.21702597e-01
 5.78297403e-01 2.37679622e-16 3.67017924e-16]"	8.07582402229309
188	0.2621644091357931	[0.02, 0.30999999999999994, 0.02]	[0.50799245 0.         0.        ]	"[1.39939502e-18 3.56340823e-19 6.59835905e-19 4.21137658e-01
 5.78862342e-01 4.26928842e-17 1.15097490e-16]"	8.10094141960144
189	0.2583789627090785	[0.02, 0.3199999999999999, 0.0]	[0.50803524 0.         0.        ]	"[8.71900161e-17 2.14909449e-16 1.01828401e-16 4.25731093e-01
 5.74268907e-01 1.84431061e-17 2.12644480e-15]"	8.898697853088379
190	0.26088905282090413	[0.02, 0.3199999999999999, 0.01]	[5.08029872e-01 3.50319005e-17 0.00000000e+00]	"[0.00000000e+00 3.38762926e-17 1.87485128e-16 4.25066702e-01
 5.74933298e-01 1.47965956e-16 6.16962620e-17]"	7.198602914810181
191	0.2632723888021383	[0.02, 0.3199999999999999, 0.02]	[0.50802363 0.         0.        ]	"[1.81668822e-16 6.47493462e-17 1.75803660e-16 4.24455752e-01
 5.75544248e-01 0.00000000e+00 0.00000000e+00]"	7.135674715042114
192	0.25957975989780857	[0.02, 0.32999999999999985, 0.0]	[0.50806605 0.         0.        ]	"[4.48608622e-20 7.16577147e-20 0.00000000e+00 4.29142122e-01
 5.70857878e-01 2.74866707e-17 0.00000000e+00]"	8.67352819442749
193	0.26198055920401997	[0.02, 0.32999999999999985, 0.01]	[5.08059678e-01 8.93494411e-17 2.08735909e-16]	"[1.59075016e-16 1.29534774e-16 2.33862849e-16 4.28384141e-01
 5.71615859e-01 4.91079569e-18 0.00000000e+00]"	7.078054428100586
194	0.2642547801378181	[0.02, 0.32999999999999985, 0.02]	[0.50805114 0.         0.        ]	"[6.96150375e-18 0.00000000e+00 1.37053419e-19 4.27527891e-01
 5.72472109e-01 0.00000000e+00 9.73571711e-17]"	9.756266593933105
195	0.2606547549839873	[0.02, 0.33999999999999986, 0.0]	[5.08097561e-01 0.00000000e+00 2.36197740e-16]	"[3.43676065e-16 2.52152406e-16 2.45853446e-16 4.32477697e-01
 5.67522303e-01 0.00000000e+00 9.30297444e-16]"	7.791046142578125
196	0.26294722570989953	[0.02, 0.33999999999999986, 0.01]	[5.08088691e-01 2.82277300e-17 0.00000000e+00]	"[2.36467627e-16 1.52100971e-18 4.48396471e-18 4.31503280e-01
 5.68496720e-01 4.41077532e-17 0.00000000e+00]"	8.578943252563477
197	0.2651132091967921	[0.02, 0.33999999999999986, 0.02]	[5.08078066e-01 8.91364625e-17 1.04291544e-16]	"[3.04640723e-16 1.41369348e-16 1.88177398e-16 4.30513129e-01
 5.69486871e-01 3.68960691e-16 8.16925562e-17]"	8.328953981399536
198	0.2616056354903214	[0.02, 0.34999999999999987, 0.0]	[0.50812493 0.         0.        ]	"[1.24913896e-16 4.46564781e-17 1.08747769e-16 4.35530291e-01
 5.64469709e-01 8.18674934e-22 3.72396593e-20]"	9.234537363052368
